Facility Name,Sample Point Type,PWS ID,PWS Name,Facility Water Type,Latitude,Longitude,EPA Region,State Territory or Tribe,Population Served,6:2 FTS,8:2 FTS,ADONA,HFPO-DA,NEtFOSAA,PFBA,PFBS,PFDA,PFDoA,PFHpA,PFHxA,PFHxS,PFMPA,PFNA,PFOA,PFOS,PFPeA,PFPeS,PFUnA,Grand Total
NJAW Coastal North,EP,NJ1329001,MATAWAN BOROUGH WATER DE,SW-Surface Water,40.41163,-74.237193,02, NJ,"9,084",,,,,,,,,,,3,,,,5.4,,,,,8.4
NJAW Connection,EP,NJ0815001,PITMAN WATER DEPARTMENT,SW-Surface Water,39.733523,-75.130585,02, NJ,"9,545",,,,,,,,,,,5.1,,,,4.2,,4.8,,,14.1
NJAW Interconnection - Chestnut St,EP,NJ1514002,LAKEWOOD TWP MUA,"MX-Any combination of GW, SW, and GU",40.06818,-74.17931,02, NJ,"27,614",,,,,,,10.6,,,,4.6,,,,8.7,,4.8,,,28.7
NJAW Interconnection - Route 88,EP,NJ1514002,LAKEWOOD TWP MUA,"MX-Any combination of GW, SW, and GU",40.06818,-74.17931,02, NJ,"27,614",,,,,,,,,,,,,,,4.3,,,,,4.3
NJAWC Coastal North Cons. Connection,EP,NJ1339001,NJ AMERICAN WATER - SHORELANDS,SW-Surface Water,40.409328,-74.169498,02, NJ,"36,164",,,,,,,,,,,3,,,,5.6,,,,,8.6
NJAWC Coastal North Cons. Connection,,NJ1524001,POINT PLEASANT WATER DEPARTMENT,SW-Surface Water,40.077732,-74.070315,02, NJ,"19,600",,,,,,,,,,,3.3,,,,5.1,,3.2,,,11.6
NJAWC Raritan Cons. Connection,EP,NJ1205001,EDISON WATER CO,SW-Surface Water,40.515968,-74.392838,02, NJ,"35,000",,,,,,5.4,,,,,,,,,4.9,,,,,10.3
NJAWC Raritan Cons. Connection,,NJ1225001,MIDDLESEX WATER COMPANY,SW-Surface Water,40.556666,-74.312255,02, NJ,"233,376",,,,,,,,,,,,,,,4.5,,3,,,7.5
NJAWC Short Hills Consecutive Connection,EP,NJ0719001,SOUTH ORANGE WATER DEPARTMENT,SW-Surface Water,40.749103,-74.260167,02, NJ,"16,964",,,,,,,,,,,,,,,6.2,,,,,6.2
NJAWC Western Consecutive Connection,EP,NJ0405001,BERLIN WATER DEPARTMENT,SW-Surface Water,39.798212,-74.931731,02, NJ,"13,001",,,,,,,,,,,6.1,,,,4.7,4,5.6,,,20.4
NJAWC Western Consecutive Connection,,NJ0802001,DEPTFORD TWP MUA,SW-Surface Water,39.818095,-75.121486,02, NJ,"30,561",,,,,,,,,,,5.2,,,,,,4.8,,,10
NJAWC Western Consecutive Connection,,NJ0822001,WOODBURY CITY W DEPT,SW-Surface Water,39.834118,-75.153741,02, NJ,"9,963",,,,,,,,,,,3.2,,,,,,3.3,,,6.5
Noah`s Ark Tank Farm,EP,GA0630000,CLAYTON COUNTY WATER AUTHORITY,SW-Surface Water,33.537571,-84.312038,04, GA,"298,374",,,,,,6.8,5.7,,,4.9,14,3.9,,,7.1,6.2,16,,,64.6
NOBLE,EP,OK2001411,NOBLE,GW-Groundwater,35.14678,-97.386382,06, OK,"5,750",,,,,,,,,,,,7.1,,,,,,,,7.1
NODAWAY COUNTY PWSD 1,EP,MO1024428,NODAWAY COUNTY PWSD 1,SW-Surface Water,40.364639,-94.876142,07, MO,"6,428",,,,,,6.9,,,,,,,,,,,,,,6.9
NORMAN  2,EP,MA4322000,WEST BRIDGEWATER WATER DEPT,GW-Groundwater,42.025938,-71.009823,01, MA,"7,668",,,,,,,3.5,,,,3.9,,,,,,3.2,,,10.6
Normandy WTP,EP,FL3640287,DELTONA WATER,GW-Groundwater,28.893376,-81.225156,04, FL,"78,345",,,,,,,7.7,,,,3.8,3.1,,,4.6,10.2,4.9,,,34.3
North Acton WTP,EP,MA2002000,ACTON WATER SUPPLY DISTRICT,GU-Groundwater Under Influence of Surface Water,42.4787,-71.436002,01, MA,"20,251",,,,,,18.3,,,,3.8,4.7,,,,9.6,,4.9,,,41.3
NORTH COLLIN SUD,EP,TX0430055,NORTH COLLIN SUD,SW-Surface Water,33.235218,-96.569987,06, TX,"8,900",,,,,,6.4,,,,,,,,,,,,,,6.4
North Holly WTP,EP,TX2200012,CITY OF FORT WORTH,SW-Surface Water,32.752948,-97.317713,06, TX,"853,762",,,,,,7.3,4.9,,,,8.4,19.2,,,6.2,7,5.4,,,58.4
NORTH KANSAS CITY PWS,EP,MO1010580,NORTH KANSAS CITY PWS,GW-Groundwater,39.139823,-94.563257,07, MO,"4,500",,,,,,,,,,,,5.2,,,,,3.1,,,8.3
North Plant,EP,FL4430624,SOUTH MARTIN REGIONAL UTILITIES,GW-Groundwater,27.079661,-80.165224,04, FL,"27,000",,,,,,,3.5,,,,3.7,4.4,,,8,13,4.4,,,37
North Plant,,MA4075000,DENNIS WATER DISTRICT,GW-Groundwater,41.697764,-70.142797,01, MA,"65,000",,,,,,,,,,,5.6,,,,,,5.1,,,10.7
North Station,EP,TX0610029,LAKE CITIES MUNICIPAL UTILITY AUTHORITY,SW-Surface Water,33.131907,-97.033546,06, TX,"16,533",,,,,,7,,,,,4.1,,,,,,4.4,,,15.5
NORTH STEWART UTILITY DISTRICT,EP,TN0000195,NORTH STEWART UTILITY DISTRICT,SW-Surface Water,36.551528,-87.776627,04, TN,"5,775",,,,,,,3.1,,,,,,,,,,,,,3.1
North Texas Connection,EP,TX0430029,COPEVILLE SUD,SW-Surface Water,33.076606,-96.415782,06, TX,"4,375",,,,,,7.6,4.7,,,,7,,,,,,8.1,,,27.4
North Texas MWD,EP,TX1160029,CADDO BASIN SUD,SW-Surface Water,33.15941,-96.254863,06, TX,"14,574",,,,,,6.7,,,,,,,,,,,,,,6.7
North Texas MWD Intertie,EP,TX0430025,CITY OF ALLEN,SW-Surface Water,33.108754,-96.672017,06, TX,"104,870",,,,,,7.7,3.6,,,,6.6,,,,,,6,,,23.9
North Texas MWD Intertie,,TX0430039,CITY OF MCKINNEY,SW-Surface Water,33.214005,-96.67744,06, TX,"195,342",,,,,,6.4,,,,,,,,,,,,,,6.4
North Texas MWD Intertie,,TX1290002,CITY OF FORNEY,SW-Surface Water,32.749385,-96.467465,06, TX,"27,040",,,,,,,,,,,3,,,,,,,,,3
North Texas MWD Intertie,,TX1290006,CITY OF TERRELL,SW-Surface Water,32.733051,-96.289597,06, TX,"18,897",,,,,,10.8,5.8,,,,7.7,,,,,,8.5,,,32.8
North Texas MWD Intertie,,TX1990002,CITY OF ROYSE CITY,SW-Surface Water,32.965166,-96.331325,06, TX,"16,400",,,,,,7.3,4.1,,,,5.6,,,,,,5.6,,,22.6
North Texas MWD Intertie 1,EP,TX0430005,CITY OF FRISCO,SW-Surface Water,33.156443,-96.821485,06, TX,"192,261",,,,,,5.3,,,,,,,,,,,,,,5.3
North Water Treatment Plant,EP,LA1057001,LAFOURCHE WATER DISTRICT 1,SW-Surface Water,29.693944,-90.571506,06, LA,"81,609",,,,,,5.2,,,,,,,,,,,,,,5.2
North Well 2,EP,CA3310036,WESTERN MWD - MURRIETA DIVISION,GW-Groundwater,33.552712,-117.214333,09, CA,"16,373",,,,,,,,,,,,3,,,4.7,4.1,,,,11.8
North WTP,EP,OH4001912,WELLSTON CITY PWS,SW-Surface Water,39.118775,-82.565347,05, OH,"7,000",,,,,,6.7,,,,,5.3,,,,,,15,,,27
North WTP,,PA3390024,LCA ALLENTOWN DIVISION,SW-Surface Water,40.594011,-75.480619,03, PA,"118,000",,,,,,,,,,,3.1,,,,,,4.4,,,7.5
NORTHAMPTON--LAKE GASTON,EP,NC0466110,NORTHAMPTON--LAKE GASTON,SW-Surface Water,36.517577,-77.766575,04, NC,"3,785",,,,,,,,,,,,,,,,5.7,,,,5.7
Northeast Plant,EP,TX2210001,CITY OF ABILENE,SW-Surface Water,32.434823,-99.74187,06, TX,"123,886",,,,,,16.9,6.9,,,9.6,21.4,26.2,,,7.1,25.6,16.4,,,130.1
Northgate Pump Station,EP,TX0570050,CITY OF IRVING,SW-Surface Water,32.858394,-96.970226,06, TX,"240,420",,,,,,9.4,4.7,,,,8.1,,,,,,7.9,,,30.1
Northwest Plant,EP,FL3491011,TOHO WATER AUTHORITY WESTERN,GW-Groundwater,28.23647,-81.581588,04, FL,"40,330",,,,,,,,,,,,,,,,4.2,,,,4.2
Northwest Plant,,TX1080006,MCALLEN PUBLIC UTILITY,SW-Surface Water,26.202617,-98.24536,06, TX,"183,534",,,,,,5.6,,,,,,,,,,,,,,5.6
Northwest WTP,EP,NC0410045,BRUNSWICK COUNTY WATER SYSTEM,SW-Surface Water,33.965919,-78.28321,04, NC,"126,966",,,,5.8,,7.3,7.1,,,4.1,9.8,5.2,,,7,10.7,11.5,,,68.5
NORTHWESTERN W AND SD- PORTAGE,EP,OH8704103,NORTHWESTERN W AND SD- PORTAGE,SW-Surface Water,41.331696,-83.647998,05, OH,"4,776",,,,,,5.1,,,,,5.6,,,,,,14.7,,,25.4
Norwalk Water Dept. Wells,EP,CT1030011,NORWALK FIRST TAXING DISTRICT,GW-Groundwater,41.133739,-73.41578,01, CT,"40,256",,,,,,,6.4,,,,4.8,4.2,,,9.5,11.2,5.4,,,41.5
Norwalk WTP,EP,OH3901111,NORWALK CITY,SW-Surface Water,41.245565,-82.612818,05, OH,"17,068",,,,,,5.4,,,,,,,,,,,,,,5.4
NTMWD Intertie - Apollo PS,EP,TX0570010,CITY OF GARLAND,SW-Surface Water,32.909308,-96.631883,06, TX,"239,730",,,,,,12,5.7,,,,7.5,,,,,,8.6,,,33.8
Nutting Road WTP,EP,MA3330000,WESTFORD WATER DEPARTMENT,GU-Groundwater Under Influence of Surface Water,42.587188,-71.450201,01, MA,"18,112",,,,,,,3,,,,4,,,,8.4,,3.9,,,19.3
NWHC 12,EP,TX1011901,NORTHWEST HARRIS COUNTY MUD 12,GW-Groundwater,29.845902,-95.735295,06, TX,"7,839",,,,,,,,,,,3.6,,,,,,5,,,8.6
Oak Street 1,EP,GA1850022,OAK STREET SUBDIVISION,GW-Groundwater,30.886115,-83.280199,04, GA,745,,,,,,,,,,,,,,,,6.3,,,,6.3
OAK TRAIL SHORES,EP,TX1110004,OAK TRAIL SHORES,SW-Surface Water,32.488781,-97.834505,06, TX,"5,664",,,,,,7,,,,,,3.2,,,,,,,,10.2
OAKLAND HILLS #2 (MAIN),EP,FL6604824,OAKLAND HILLS,GW-Groundwater,28.955942,-81.970745,04, FL,-,,,,,,,5.8,,,,,,,,,,3.4,,,9.2
Oaks-Lilac Well,EP,090605153,Pala North,GW-Groundwater,33.382822,-117.051995,09,Other,"14,200",,,,,,,12,,,,7.2,,,,6.1,,21,,,46.3
OAKWOOD CITY PWS,EP,OH5701915,OAKWOOD CITY PWS,GW-Groundwater,39.722831,-84.174487,05, OH,"9,202",,,,,,,10,,,,7.5,6.9,,,,,9.2,,,33.6
OAKWOOD FILTER PLANT,EP,IL1790200,EAST PEORIA,GW-Groundwater,40.66867,-89.544972,05, IL,"22,284",,,,,,,3.5,,,,,3.5,,,,,,,,7
Oasis WTP,EP,AZ0407093,GLENDALE CITY OF,"MX-Any combination of GW, SW, and GU",33.530854,-112.229219,09, AZ,"234,766",,,,,,,5.3,,,,,,,,,,,,,5.3
OBERLIN WATER DEPARTMENT,EP,OH4700911,OBERLIN WATER DEPARTMENT,SW-Surface Water,41.28676,-82.220257,05, OH,"8,600",,,,,,6.6,,,,,4.2,,,,,,4.1,,,14.9
Ocala Water Plant,EP,FL3420922,"OCALA, CITY OF (2 WTPS)",GW-Groundwater,29.1794,-82.15311,04, FL,"63,793",,,,,,5.8,8.5,,,6.3,12,41,,,6.5,39,14,6.1,,139.2
"OCEAN ISLE BEACH, TOWN OF",EP,NC0410035,"OCEAN ISLE BEACH, TOWN OF",SW-Surface Water,33.891887,-78.426301,04, NC,"7,925",,,,,,5.4,6.1,,,,12.9,9.3,,,12.2,27.6,14.4,,,87.9
OCEAN LAKES LTD (SC2660048),EP,SC2660048,OCEAN LAKES LTD (2660048),"MX-Any combination of GW, SW, and GU",33.634111,-78.980658,04, SC,"10,727",,,,,,,,,,,,,,,5,4.6,3.5,,,13.1
Old Marlboro Road WTP,EP,MA2174000,"MAYNARD DPW, WATER DIVISION",GW-Groundwater,42.422833,-71.453698,01, MA,"10,750",,,,,,,,,,,3.7,,,,4.8,,3.7,,,12.2
Old Mill 1-15 Group,EP,CA3610015,CRESTLINE VILLAGE CWD - DIVISION 10,GU-Groundwater Under Influence of Surface Water,34.239656,-117.275281,09, CA,"10,030",,,,,,,,,,,,11.6,,,,,,,,11.6
Old Plant (12 MGD),EP,AL0000933,ALBERTVILLE UTILITIES BOARD,SW-Surface Water,34.266374,-86.216309,04, AL,"29,367",,,,,,,,,,3,4.1,,,,7.3,4.8,3.5,,,22.7
Old Ridge Rd MM Pit,EP,NY5801247,SODUS-HURON-WOLCOTT-BUTLER CSA,"MX-Any combination of GW, SW, and GU",43.236389,-77.04823,02, NY,"6,315",,,,,,5.4,,,,,,,,,,,,,,5.4
Old Stone Crossing HL,EP,GA1530000,"CENTERVILLE, GA",GW-Groundwater,32.641357,-83.690738,04, GA,"11,459",,,,,,,,,,,,11,,,5,,,,,16
Olentangy WTP,EP,OH2101412,"DEL-CO WATER COMPANY, INC.",SW-Surface Water,40.19178,-83.006714,05, OH,"150,000",,,,,,8.2,3.8,,,,6.2,,,,,,5.4,,,23.6
Olga WTP,EP,FL5364048,LEE COUNTY UTILITIES,SW-Surface Water,26.535178,-81.86848,04, FL,"266,949",,,,,,10.2,4,,,,,,,,,,3.1,,,17.3
OLMITO WSC,EP,TX0310026,OLMITO WSC,SW-Surface Water,26.039061,-97.514638,06, TX,"5,800",,,,,,8.7,,,,,,,,,,,,,,8.7
OMU Connection,EP,KY0300467,WHITESVILLE WATER WORKS,GW-Groundwater,37.667684,-86.909453,04, KY,"3,672",,,,,,,,,,,,,,,5.3,,,,,5.3
"ON FM 78 0.4 MI W OF CR 317, MARION",EP,TX0940018,CITY OF CIBOLO,SW-Surface Water,29.574874,-98.231415,06, TX,"19,782",,,,,,5.4,,,,,,,,,,,,,,5.4
Opelika Water Intertie,EP,AL0000814,LOACHAPOKA WATER AUTHORITY,SW-Surface Water,32.57465,-85.593795,04, AL,"12,657",,,,,,,,,,,4.5,,,,,,5.3,,,9.8
ORANGEWOOD WELL 2,EP,FL6511311,ORANGEWOOD WATER SYSTEM,GW-Groundwater,28.197445,-82.725452,04, FL,"6,464",,,,,,,,,,,,,,5.4,,,,,,5.4
Oregon WTP,EP,OH4800911,"OREGON CITY, OH",SW-Surface Water,41.639142,-83.440963,05, OH,"19,950",,,,,,,,,,,3,,,,,,,,,3
OSAGE MUNICIPAL WATER SUPPLY,EP,IA6663001,OSAGE MUNICIPAL WATER SUPPLY,GW-Groundwater,43.283416,-92.812968,07, IA,"3,637",,,,,,,,,,,,4.3,,,,4.2,,,,8.5
OSU WTP,EP,OK1020910,OSU WATER PLANT,SW-Surface Water,36.124591,-97.185197,06, OK,"13,000",,,,,,6.3,,,,,,,,,,,,,,6.3
Ottawa County WTP,EP,OH6205011,OTTAWA COUNTY REGIONAL WATER DISTRICT,SW-Surface Water,41.56102,-82.841739,05, OH,"19,556",,,,,,,,,,,6.6,,,,,,4.5,,,11.1
Ottawa TP,EP,OH5703512,DAYTON PUBLIC WATER SYSTEM,GU-Groundwater Under Influence of Surface Water,39.748336,-84.148166,05, OH,"140,407",,,,,,,,,,,3.1,7,,,,7.3,3,,,20.4
OTTAWA VILLAGE,EP,OH6900711,OTTAWA VILLAGE,SW-Surface Water,41.017928,-84.035352,05, OH,"4,863",,,,,,,,,,,14.8,,,,,,17.6,,,32.4
OTTER RIVER GPW,EP,MA2294000,TEMPLETON MUNIC. LIGHT AND WATER PLANT,GW-Groundwater,42.584096,-72.067911,01, MA,"6,123",,,,,,,,,,3.1,6.9,,,,5.1,,5.8,,,20.9
Oxford WTP,EP,OH0902312,OXFORD CITY PWS,GW-Groundwater,39.49572,-84.738296,05, OH,"24,000",,,,,,,5.4,,,,,,,,,,,,,5.4
Oxville WTP,EP,IL1370400,SOUTH JACKSONVILLE,GW-Groundwater,39.699454,-90.226357,05, IL,"3,508",,,,,,10,,,,,,,,,,,,,,10
OZARK PWS,EP,MO5010619,OZARK PWS,GW-Groundwater,37.009327,-93.196182,07, MO,"22,000",,,,,,,4.8,,,,,,,,,,,,,4.8
P1 SWTP,EP,LA1051001,E JEFFERSON WW DISTRICT 1,SW-Surface Water,29.965543,-90.414495,06, LA,"275,163",,,,,,5.9,,,,,,,,,,,,,,5.9
P3 SWTP,EP,LA1051001,E JEFFERSON WW DISTRICT 1,SW-Surface Water,29.965543,-90.414495,06, LA,"275,163",,,,,,5.7,,,,,,,,,,,,,,5.7
Padstow Plant,EP,TX1010720,HARRIS COUNTY MUD 53,SW-Surface Water,29.801692,-95.151628,06, TX,"17,856",,,,,,7.4,,,,,,,,,,,,,,7.4
Paducah WTP,EP,KY0730533,PADUCAH WATER WORKS,SW-Surface Water,37.032002,-88.700303,04, KY,"65,004",,,,,,,,,,,,,,,,4.7,,,,4.7
Paleo WTP,EP,MD0220004,CITY OF SALISBURY,GW-Groundwater,38.371289,-75.590584,03, MD,"30,343",,,,,,,4.1,,,,4.1,6.2,,,,20,3.8,,,38.2
PALM BEACH COUNTY #2 WTP,EP,FL4500068,"ATLANTIS, CITY OF",GW-Groundwater,26.596777,-80.103738,04, FL,"3,000",,,,,,,4,,,,5,5.5,,,6.4,20.3,5,,,46.2
Palm St. Demand Wells,EP,TX2360001,CITY OF HUNTSVILLE,GW-Groundwater,30.696143,-95.558877,06, TX,"55,019",,,,,,7.6,5.6,,,3.6,10,8,,,,7.5,11.6,,,53.9
Palmetto St. Plant (WTP #2),EP,FL3481481,WINTER GARDEN WATER DEPT (3 WPS),GW-Groundwater,28.53928,-81.595968,04, FL,"72,205",,,,,,,4.5,,,,,,,,4.2,9.9,,,,18.6
Paris WTP,EP,KY0090343,PARIS WATER WORKS,SW-Surface Water,38.194398,-84.253549,04, KY,"14,479",,,,,,6,3.1,,,,3.1,,,,,,6.3,,,18.5
PARISH UTILITIES OF ASCENSION,EP,LA1005035,PARISH UTILITIES OF ASCENSION,SW-Surface Water,30.099415,-90.995121,06, LA,"9,732",,,,,,5,,,,,,,,,,,,,,5
Park Ave. TP,EP,NJ1225001,MIDDLESEX WATER COMPANY,GW-Groundwater,40.556666,-74.312255,02, NJ,"233,376",,,,,,,,,,,,,,,,,5.4,,,5.4
Park Reservoir,EP,CA1910152,"SOUTH GATE-CITY, WATER DEPT.",GW-Groundwater,33.948426,-118.197989,09, CA,"76,443",,,,,,,,,,,3.2,4.3,,,7.5,19,3.6,,,37.6
Parkside WTP,EP,NJ0408001,CITY OF CAMDEN,GW-Groundwater,39.920467,-75.108957,02, NJ,"46,585",,,,,,7.8,,,,,,,,,,,5.8,,,13.6
PARKWAY UTILITY DISTRICT,EP,TX1010750,PARKWAY UTILITY DISTRICT,SW-Surface Water,29.854219,-95.203261,06, TX,"7,278",,,,,,7.6,3.1,,,,6,,,,,,6.7,,,23.4
PARSONS WATER DEPARTMENT,EP,TN0000541,PARSONS WATER DEPARTMENT,SW-Surface Water,35.648975,-88.125308,04, TN,"4,261",,,,,,7.1,4.3,,,,3.1,,,,6.9,13,,,,34.4
Pasadena Water Intertie,EP,TX1010062,CITY OF SEABROOK,SW-Surface Water,29.577518,-95.021907,06, TX,"12,792",,,,,,8.8,3.7,,,,6.7,3.7,,,,,7.7,,,30.6
PAWC Connection,EP,PA1090043,NEWTOWN ARTESIAN WATER CO,SW-Surface Water,40.234888,-74.937608,03, PA,"38,500",,,,,,,,,,,3.6,,,,5.3,4.1,3.5,,,16.5
PAYETTE CITY OF,EP,ID3380009,PAYETTE CITY OF,GW-Groundwater,44.076534,-116.931642,10, ID,"8,127",,,,,,,,,,,3.6,,,,,,4.3,,,7.9
PCU Interconnect,EP,FL6521406,PINELLAS PARK WATER DEPT,"MX-Any combination of GW, SW, and GU",27.855111,-82.708385,04, FL,"48,939",,,,,,,,,,,,,,,,,3.5,,,3.5
Peace River Interconnect (Price),EP,FL6580651,NORTH PORT UTILITIES,SW-Surface Water,27.06295,-82.211656,04, FL,"53,577",,,,,,6,5.5,,,,3,,,,,,4.6,,,19.1
PEBBLE CREEK SUBDIVISION SOUTH,EP,FL6291372,HCPUD/PEBBLE CREEK SUBDIVISION,SW-Surface Water,28.033227,-82.608095,04, FL,"5,408",,,,,,,,,,,3.4,,,,,,4.7,,,8.1
Peck Well 1,EP,CA1910003,CITY OF ARCADIA,GW-Groundwater,34.135266,-118.037584,09, CA,"44,738",,,,,,,,,,,,,,,,10,,,,10
PECULIAR PWS,EP,MO1010633,PECULIAR PWS,SW-Surface Water,38.715085,-94.455441,07, MO,"5,000",,,,,,8.3,,,,,,,,,,,,,,8.3
Peninsula Pump Station,EP,TX0040002,CITY OF ROCKPORT,SW-Surface Water,28.023228,-97.076859,06, TX,"28,539",,,,,,,,,,,,,,,,,4.2,,,4.2
PEORIA HEIGHTS,EP,IL1434750,PEORIA HEIGHTS,GW-Groundwater,40.745962,-89.572285,05, IL,"5,908",,,,,,,17,,,,7.9,6.5,,,,,4.3,8.5,,44.2
Perry Road Blend Well,EP,SC2620004,GSW&SA (SC2620004),"MX-Any combination of GW, SW, and GU",33.715597,-78.979505,04, SC,"222,030",,,,,,,,,,,3.2,,,,4.8,6.4,4.3,,,18.7
PERRY WATER & LIGHT DEPT,EP,OK1021206,PERRY WATER & LIGHT DEPT,SW-Surface Water,36.293087,-97.296473,06, OK,"5,230",,,,,,8.6,,,,,,,,,,,,,,8.6
Persimmon Well 1,EP,CA1910212,GSWC-SOUTH ARCADIA,GW-Groundwater,34.09945,-118.031798,09, CA,"26,688",,,,,,,,,,,,3.2,,,,7.1,,,,10.3
PF CAYEY URBANO,EP,PR0004635,CAYEY URBANO,SW-Surface Water,18.134695,-67.116199,02, PR,"21,787",,,,,,5.5,,,,,,,,,,,,,,5.5
PF CIDRA URBANO,EP,PR0004695,CIDRA URBANO,SW-Surface Water,18.280188,-66.513111,02, PR,"36,101",,,,,,5.7,,,,,,4,,,,5.9,,,,15.6
PF Gurabo Nueva,EP,PR0005096,GURABO URBANO,SW-Surface Water,18.264076,-65.97851,02, PR,"25,806",,,,,,,,,,,,,,,,,3.2,,,3.2
PF GURABO URBANO,EP,PR0005096,GURABO URBANO,SW-Surface Water,18.264076,-65.97851,02, PR,"25,806",,,,,,,,,,,,,,,,,3.5,,,3.5
PF LAS PIEDRAS HUMACAO,EP,PR0005376,LAS PIEDRAS HUMACAO,SW-Surface Water,18.142603,-65.812812,02, PR,"36,600",,,,,,,,,,,,,,,,4.4,,,,4.4
PF MAGINAS,EP,PR0003333,"SABANA GRANDE, PR",SW-Surface Water,18.080103,-66.947975,02, PR,"27,127",,,,,,5.7,,,,,,,,,,,,,,5.7
PFAS Plant,EP,CA3010082,SERRANO WATER DISTRICT,GW-Groundwater,33.817912,-117.809836,09, CA,"5,773",,,,,,11.1,,,,,,,,,,,16.1,,,27.2
Phenix City Water Intertie,EP,AL0001145,RUSSELL COUNTY WATER AUTHORITY,SW-Surface Water,32.360929,-85.04608,04, AL,"16,800",,,,,,,,,,,3.1,,,,,,,,,3.1
Philip Beal TP,EP,MA4122000,"HANOVER WATER DEPT, MA",GW-Groundwater,42.110943,-70.830943,01, MA,"14,820",,,,,,,,,,,4.5,,,,,,5.9,,,10.4
PHX 67th Ave Interconnection,EP,AZ0407101,TOLLESON CITY OF,"MX-Any combination of GW, SW, and GU",33.444109,-112.25692,09, AZ,"6,680",,,,,,,3.3,,,,,,,,,,,,,3.3
PIEDMONT MUNICPAL AUTHORITY,EP,OK2000909,PIEDMONT MUNICPAL AUTHORITY,SW-Surface Water,35.651941,-97.739992,06, OK,"7,542",,,,,,5,,,,,,,,,,,3,,,8
Piedmont Triad direct connection,EP,NC0241030,"JAMESTOWN, TOWN OF",SW-Surface Water,36.004439,-79.931777,04, NC,"6,543",,,,,,,,,,,8.3,4.2,,,,7.8,8.2,,,28.5
Piedmont Triad Regional Water Authority,EP,NC0276030,"ARCHDALE, CITY OF",SW-Surface Water,35.903092,-79.959749,04, NC,"12,700",,,,,,6.4,4,,,3,8.2,5.2,,,5.6,10.6,7.9,,,50.9
Pierce Burch WTP,EP,TX2200001,CITY OF ARLINGTON,SW-Surface Water,32.698165,-97.124751,06, TX,"405,420",,,,,,,4.1,,,,3,,,,,4.6,3.1,,,14.8
PIKE COUNTY PWSD 1,EP,MO2024471,PIKE COUNTY PWSD 1,SW-Surface Water,39.239951,-91.011828,07, MO,"6,655",,,,,,16.3,,,,,,,,,,,,,,16.3
Pike Water Plant,EP,OH6602412,"PIKE WATER, INC.-PLANT PWS",GW-Groundwater,39.108627,-83.02957,05, OH,"15,487",,,,,,,,,,,,,,,,,3.1,,,3.1
"PIKE-GIBSON WATER, INC.",EP,IN5263003,"PIKE-GIBSON WATER, INC.",SW-Surface Water,38.412656,-87.302168,05, IN,"8,700",,,,5.3,,11.6,3.5,,,,,,,,7.9,,4.1,,,32.4
Pine St,EP,NY0100203,VOORHEESVILLE VILLAGE,GW-Groundwater,42.650434,-73.936414,02, NY,-,,,,,,,,,,,7.6,,,,4.1,,10.2,,,21.9
Pinecrest Well #1,EP,WA5303160,ARTONDALE WATER SYSTEM,GW-Groundwater,47.295447,-122.652002,10, WA,"5,504",,,,,,,6.7,,,,,,,,,,,,,6.7
Pinehurst # 9,EP,NC0363108,MOORE CO PUBLIC UTIL-PINEHURST,GW-Groundwater,35.184643,-79.462741,04, NC,"29,509",,,,,,,,,,,,,,,,6.5,,,,6.5
Pioneer Group,EP,CA3610015,CRESTLINE VILLAGE CWD - DIVISION 10,GU-Groundwater Under Influence of Surface Water,34.239656,-117.275281,09, CA,"10,030",,,,,,,,,,,3.6,,,,,,3.7,,,7.3
Pioneer Well,EP,AZ0410329,MARANA MUNICIPAL - HARTMAN VISTAS,GW-Groundwater,32.358167,-111.0796,09, AZ,"4,503",,,,,,,,,,,,13,,,,23,,,,36
Pittsburgh International Airport,EP,PA5020947,PITTSBURGH INTL AIRPORT,SW-Surface Water,40.493074467846,-80.237251189336,03, PA,"26,915",,,,,,,,,,,,4.4,,,,7,,,,11.4
PLANT - FM 3277,EP,TX1870156,LAKE LIVINGSTON VILLAGE,GW-Groundwater,30.721838,-95.063358,06, TX,"1,638",18.5,,,,,,,,,,,,,,,,,,,18.5
PLANT # 2,EP,FL2010207,NEWBERRY WTP,GW-Groundwater,29.649563,-82.595745,04, FL,"3,885",,,,,,,4.1,,,,,,,,4.8,,,,,8.9
Plant #1,EP,TX1660009,MILANO WSC,GW-Groundwater,30.672129,-96.757554,06, TX,"3,891",,,,,,,3.5,,,,,,,,,,,,,3.5
Plant #2,EP,FL6604862,LITTLE SUMTER UTILITIES 3WPS,GW-Groundwater,28.955351,-81.969286,04, FL,"25,538",,,,,,,5.6,,,,,,,,,,3,,,8.6
Plant #3,EP,CA1910086,MAYWOOD MUTUAL WATER CO. #3,GW-Groundwater,33.988044,-118.187255,09, CA,"9,500",,,,,,,,,,,,3.7,,,4.8,17.1,,,,25.6
Plant #3,,FL6604862,LITTLE SUMTER UTILITIES 3WPS,GW-Groundwater,28.955351,-81.969286,04, FL,"25,538",,,,,,,6.6,,,,,,,,4.1,,4.4,,,15.1
Plant #3,,FL6605012,NORTH SUMTER UTILITY 3WPS,GW-Groundwater,28.988503,-82.01376,04, FL,"45,214",,,,,,,5.7,,,,,,,,,,3.2,,,8.9
Plant #5,EP,TX1660009,MILANO WSC,GW-Groundwater,30.672129,-96.757554,06, TX,"3,891",,,,,,,3.3,,,,,,,,,,,,,3.3
